created_at,user.name,user.description,text,extended_tweet.full_text,entities.hashtags
Mon Jan 06 11:46:38 +0000 2020,giulia,da grande voglio essere phoebe waller-bridge,"se voi pensate davvero che riconoscere il sesso biologico di una persona sia transfobia state delirando, non si par… https://t.co/QSkNmm6qSc","se voi pensate davvero che riconoscere il sesso biologico di una persona sia transfobia state delirando, non si parla di sbagliare pronomi o di ricordarlo alle persone trans (perché -spoiler alert - già lo sanno)",[]
Tue Jan 07 00:18:11 +0000 2020,𝒩𝒾𝓃𝒶 🌙,꒰17✨꒱ ━━✫・*。 ・゜+. °。+ .* . ~ * . ‘ . *~’ . *☕️🕯🎞🧁,"@CionnieDebi @r4dcom poi movimento lgb? i trans sono inclusi. è lgbt, a meno che tu non sia transfobica, includili sempre tutti.",,[]
Tue Jan 07 22:32:19 +0000 2020,megalomane (she/her),"non ho più denti da latte ma mi comporto come li avessi ancora, per favore seguite @disegniniesterini su ig perché ho una bassa autostima","perché la cultura queer (ball, travestitismo, drag, trash...) piacciono e hanno contribuito tantissimo alla cultura… https://t.co/PKDu81QsjJ","perché la cultura queer (ball, travestitismo, drag, trash...) piacciono e hanno contribuito tantissimo alla cultura pop, sono arte e sono divertenti e liberatorio ma la maggior parte della gente (cishet) non è pronta alla componente politica e rivoluzionaria di tutto questo",[]
Wed Jan 08 09:22:02 +0000 2020,salutame@asoreta.5,Scudetto 2006💦💦💦💦 Triplete 2010💦💦💦💦 CL Barça 2015💦💦💦💦 Sesto pallone d’oro Messi💦💦💦💦|Lo senti? questo è il rumore dei nemici.,@OakProfessorone @EnzoArlotta29 Chi è la checca che ti arriva a casa?,,[]
Wed Jan 08 10:33:03 +0000 2020,Stigmabase | FR,Français — Italiano | Keeping up-to-date on global exclusion — Stigmabase is an internet non-profit Initiative,"Tuiach: «Avevo molta paura del mio stesso sesso, questo vuol dire omofobia»: Mentre sua moglie afferma che chi ripo… https://t.co/CaKOS28En1","Tuiach: «Avevo molta paura del mio stesso sesso, questo vuol dire omofobia»: Mentre sua moglie afferma che chi riporta le frasi scritte da suo marito sarebbe gente cattiva in virtù di come lei pretenda di poter fare la spersa con i ... https://t.co/CzhJ1UpCmY",[]
Wed Jan 08 15:53:38 +0000 2020,Капитан Рубль🇷🇺,...qualche volta torno a dare un'occhiata a come va  ai matti di questo Social...,@PBerizzi @smilypapiking @repubblica @LGBTitalia_it @Arcigay I leghisti sono noti abituali clienti di trans e schemale.,,[]
Thu Jan 09 13:13:40 +0000 2020,ecca pecca,"Nobody represents me. I boycott anything that I don't consider as fair. Get used to it. ☮️ 
P.s. quando mi annoio #dabbo Salvini
*** dabbarlo è servito.","So' ragazzi...
Frocio, ricchione,  lo dicono anche Feltri e Sgarbi...
Che male c'è ... 
#LGBTQ #LGBT",,"[{'text': 'LGBTQ', 'indices': [88, 94]}, {'text': 'LGBT', 'indices': [95, 100]}]"
Thu Jan 09 15:08:04 +0000 2020,Debi 🦊,"Struggling on blindly, never getting anywhere, hoping to die before I realise I never made it | Wannabe writer, geek extraordinaire, everyday shipper, radfem","@marshyrin @xjohnlockvibes La transfobia è il VOSTRO trampolino di lancio, perché non capite la nostra posizione e… https://t.co/GNsrfizY5E","@marshyrin @xjohnlockvibes La transfobia è il VOSTRO trampolino di lancio, perché non capite la nostra posizione e ci spalate merda usando questa cazzata per screditarci. Come dobbiamo dirlo che gli uomini trans sono ammessi nel movimento? Escludiamo il maschio per socializzazione e biologia, ci arrivi?",[]
Thu Jan 09 15:30:49 +0000 2020,Just call me Marsh 🌸,"Just a socially awkward weeb, don't mind me, also a lazy artist",Chissà se ste imbecilli lo sanno che i gay pride e i diritti gay non esisterebbero senza una donna trans di colore 😳😳😳😳,,[]
Thu Jan 09 18:17:53 +0000 2020,𝐡𝐮𝐟𝐟𝐥𝐞𝐩𝐮𝐟𝐟 𝐟𝐚𝐢𝐭𝐡 | 𝐈𝐗,❃𝓱𝓾𝓯𝓯𝓵𝓮𝓹𝓾𝓯𝓯 ❃ / †ℑ 𝔰𝔞𝔴 𝔱𝔥𝔯𝔬𝔲𝔤𝔥 𝔱𝔥𝔢 𝔰𝔢𝔩𝔣𝔦𝔰𝔥 𝔟𝔲𝔱 𝔰𝔞𝔴 𝔫𝔬 𝔰𝔬𝔲𝔩† / ⋰ᴵᴺᵀᴾ⋱ / ╳𝚊𝚝𝚑𝚎𝚒𝚜𝚝╳,"@CionnieDebi la tua risposta pare trasudare transfobia, dato che le donne trans sono quelle che hanno più problemi… https://t.co/fWP7eolu0E","@CionnieDebi la tua risposta pare trasudare transfobia, dato che le donne trans sono quelle che hanno più problemi di accettazione in linea di massima, ma ok, faccio finta di non vedere. non è questione di essere ""woke"" e non è questione di ""servire gli uomini"". semplicemente una donna non è-",[]
Thu Jan 09 19:06:18 +0000 2020,𝐡𝐮𝐟𝐟𝐥𝐞𝐩𝐮𝐟𝐟 𝐟𝐚𝐢𝐭𝐡 | 𝐈𝐗,❃𝓱𝓾𝓯𝓯𝓵𝓮𝓹𝓾𝓯𝓯 ❃ / †ℑ 𝔰𝔞𝔴 𝔱𝔥𝔯𝔬𝔲𝔤𝔥 𝔱𝔥𝔢 𝔰𝔢𝔩𝔣𝔦𝔰𝔥 𝔟𝔲𝔱 𝔰𝔞𝔴 𝔫𝔬 𝔰𝔬𝔲𝔩† / ⋰ᴵᴺᵀᴾ⋱ / ╳𝚊𝚝𝚑𝚎𝚒𝚜𝚝╳,"@CionnieDebi ""le donne trans non sono donne"" mi pare transfobia. e ho solo ribadito il mio discorso, perché mi pare… https://t.co/bUr3tBucte","@CionnieDebi ""le donne trans non sono donne"" mi pare transfobia. e ho solo ribadito il mio discorso, perché mi pareva che tu non avessi colto. e ""pagliaccia"" te lo tieni per te.",[]
Thu Jan 09 19:40:50 +0000 2020,Tiziano De Simone 🇮🇹 🇸🇾 🇬🇷🇭🇺,#Italia #IusSanguinis #Sovranità #Patria  #NoEuro  #NoNATO  #NOEU #PrimaGuerraGlobale🇮🇹,"E' ricchione, quindi è sano di mente.
Dico così per paura che mi accusino di ricchionifobia...(io di quelli come me… https://t.co/gr7H3m7Jpv","E' ricchione, quindi è sano di mente.
Dico così per paura che mi accusino di ricchionifobia...(io di quelli come me non ho paura non sono omofobo,  i ricchioni non sono come me, per dire io non mangio palle e non lo predo in culo e non ho paura di loro se sono vestito e vigile).",[]
Thu Jan 09 20:10:52 +0000 2020,Marzia M ن 🇮🇹 🖤,"Nata nell'epoca sbagliata, appassionata di politica e sostenibilità, di destra senza partito. Dannunziana e sognatrice con i tacchi per terra.",#Marattin dà della checca a #Scanzi mostrando un’evidente omofobia. La #Gruber non si scompone. #ottoemezzo,,"[{'text': 'Marattin', 'indices': [0, 9]}, {'text': 'Scanzi', 'indices': [28, 35]}, {'text': 'Gruber', 'indices': [71, 78]}, {'text': 'ottoemezzo', 'indices': [96, 107]}]"
Fri Jan 10 15:53:34 +0000 2020,Mr Koreano & The Heartbreak Prince⁷,#𝘉𝘦𝘺𝘰𝘯𝘥𝘛𝘩𝘦𝘚𝘩𝘢𝘥𝘰𝘸: ''𝘐 𝘸𝘢𝘯𝘯𝘢 𝘣𝘦 𝘮𝘦'',"@DREAMGLW Ma qua non si parla solo di BTS e k-pop, qua si parla di omofobia. ""Non sono omofobo"" ma usi la parola froci nel video😘",,[]
Sat Jan 11 08:16:45 +0000 2020,fhe not federica,"influenzer 
pansexual, genderqueer and polyamorous 🏳️‍🌈 ||
she/her ||
unito dams ||
fuck gender rules and the rules of society ||
bts || exo","una cosa è sapere cosa sia il razzismo, il sessismo, l'omofobia e la transfobia, un'altra cosa (sbagliata) e dire a… https://t.co/EUup0Qq7eN","una cosa è sapere cosa sia il razzismo, il sessismo, l'omofobia e la transfobia, un'altra cosa (sbagliata) e dire alle persone non bianche, non etero, le donne e alle persone trans cosa siano e quindi credere che la tua opinione, da persona che non vive queste cose, sia superiore",[]
Sat Jan 11 10:16:04 +0000 2020,Stigmabase | FR,Français — Italiano | Keeping up-to-date on global exclusion — Stigmabase is an internet non-profit Initiative,Il Bangkok Art and Culture Centre ospita la più grande mostra a tema LGBT dell'Asia: ... persone dello stesso sesso… https://t.co/KuYnwq2ffh,Il Bangkok Art and Culture Centre ospita la più grande mostra a tema LGBT dell'Asia: ... persone dello stesso sesso. Ecco allora la sfida di SPECTROSYNTHESIS II contro il sentire comune più reazionario: tentare di farsi strada in mezzo ... https://t.co/yPDdwbUnwI,[]
Sat Jan 11 15:13:26 +0000 2020,Anthony,"Medical Doctor 💉💊 Appassionato di Calcio ⚪️⚫️ , Basket e F1, scienze, tecnologie e videogiochi.",@EnzoArlotta29 Come quando fu espulso in Champions per aver accarezzato i capelli a quel frocio figlio di Puttana di un interista di merda?,,[]
Sun Jan 12 11:29:56 +0000 2020,fhe not federica,"influenzer 
pansexual, genderqueer and polyamorous 🏳️‍🌈 ||
she/her ||
unito dams ||
fuck gender rules and the rules of society ||
bts || exo",@harrysmygetaway @ayakanesmoon comunque la tua transfobia traspare dal fatto che stai parlando di un uomo trans (da… https://t.co/AzfmBaaSM1,@harrysmygetaway @ayakanesmoon comunque la tua transfobia traspare dal fatto che stai parlando di un uomo trans (da quello che ho capito è ftm) non rispettando i suoi pronomi e usando quelli she/her,[]
Sun Jan 12 11:34:38 +0000 2020,marts 🌈,do I ever get to be anyone but me?,@pastaalsalmon @ayakanesmoon Non trovo più il tuo tweet dove mi dicevi che la transfobia si vede perché stavo usand… https://t.co/4kNvocXQuj,"@pastaalsalmon @ayakanesmoon Non trovo più il tuo tweet dove mi dicevi che la transfobia si vede perché stavo usando i pronomi femminili. Stavo usando i pronomi femminili perché la ragazza è una DONNA TRANS ovver mtf, quindi no grazie. Quando uno vuole leggere quello che vuole.",[]
Mon Jan 13 14:38:21 +0000 2020,PlinioSardinio,mepuzzaercazzo,"A manica de esterofili,de lesbiche co’a camicia a quadrettoni edde froci arcobaleno,ma quale cazzo de Bradde Pitte,… https://t.co/JnWihKnLsZ","A manica de esterofili,de lesbiche co’a camicia a quadrettoni edde froci arcobaleno,ma quale cazzo de Bradde Pitte,ma quale Scarlet comecazzosechiamansson,so’questi che se meritano tutte le #OscarNoms de quest’anno... https://t.co/NtzKBMosfx",[]
Mon Jan 13 17:36:20 +0000 2020,Bonnie 🏳️‍🌈,"Le vostre descrizioni sono sempre più divertenti della mia, neanche ci provo.","I trans hanno più diritti dei gay in Italia. Non è una polemica, ma un’osservazione provocatoria. A seguito della s… https://t.co/C9LzwxdhUm","I trans hanno più diritti dei gay in Italia. Non è una polemica, ma un’osservazione provocatoria. A seguito della sentenza del tribunale di Messina del 4/11/14 una persona biologicamente maschio o femmina può cambiare genere sui documenti senza sottoporsi a intervento (continua)",[]
Mon Jan 13 19:51:14 +0000 2020,mundinho dona álvara br,hctr,nikkietutorials cristal trans e icone lgbt fodase,,[]
Mon Jan 13 19:54:50 +0000 2020,Williams Scaltriti,,@Pacemand1 @SimoneAlliva @agorarai Quali sono i diritti che le coppie dello stesso sesso non hanno ancora?,,[]
Tue Jan 14 08:24:17 +0000 2020,PocketBear,Mads/Dami/Damiano 🐻 he/him 🇮🇹/26/♋️/Queer 🏳️‍🌈 Bi/Pan  🍕 Feminist & pro-choice & anti-fascist / Icon by my beloved @mortimillian 💕,"E se l'esistenza degli uomini trans non fosse un mistero al di fuori dei cerchi lgbt, forse avrei avuto un'infanzia… https://t.co/ZZOv5aqNSb","E se l'esistenza degli uomini trans non fosse un mistero al di fuori dei cerchi lgbt, forse avrei avuto un'infanzia meno deprimente e magari saprei già cosa fare 🤷‍♂️",[]
Tue Jan 14 12:40:44 +0000 2020,Marco,Blocco facile a chi pensa alla felicità del cane e non a quella di suo figlio. L’unica vacca che cerco è quella sulla griglia. Lombardo Secessionista DOC.,"@Claudio38748087 Messe le protesi 🦾👩🏼‍🦽🦿, è giusto non discriminare.
Messe le frociate lgbt 👨‍❤️‍💋‍👨👨‍👨‍👧‍👦, va beh… https://t.co/Xaq7gdsgg5","@Claudio38748087 Messe le protesi 🦾👩🏼‍🦽🦿, è giusto non discriminare.
Messe le frociate lgbt 👨‍❤️‍💋‍👨👨‍👨‍👧‍👦, va beh.
Messi I maschi Indiani 👳🏾‍♀️, è la loro cultura.
Poi mettono le donne con un velo.. Vai con l’apocalisse? 🤦🏼‍♂️",[]
Tue Jan 14 16:00:32 +0000 2020,Stigmabase | FR,Français — Italiano | Keeping up-to-date on global exclusion — Stigmabase is an internet non-profit Initiative,I matrimoni tra persone dello stesso sesso diventano legali nel Nord Irlanda: Un passo avanti nei diritti civili: i… https://t.co/49gR41HJI4,I matrimoni tra persone dello stesso sesso diventano legali nel Nord Irlanda: Un passo avanti nei diritti civili: i matrimoni fra persone dello stesso sesso sono da oggi legalmente riconosciuti anche in Irlanda del Nord. Ora che le ... https://t.co/tWqfb4RRVp,[]
Tue Jan 14 22:27:24 +0000 2020,vialelaziobot,ho sbagliato akkount,@Rario8_ @EnzoArlotta29 @Pirichello enzo ma a genova fuori da marassi ci sono i travestiti?,,[]
Wed Jan 15 10:53:37 +0000 2020,Layla,No te conformes con menos de lo que mereces🌈🇪🇺,Non tollero chi giustifica la sua transfobia dietro l’etichetta di femminista! Non riconoscere l’identità di donna… https://t.co/cpq0leyAoN,Non tollero chi giustifica la sua transfobia dietro l’etichetta di femminista! Non riconoscere l’identità di donna ad una donna trans trattandola come una minoranza invisibile e senza voce si chiama transfobia! #terf #fart,[]
Wed Jan 15 23:09:33 +0000 2020,Lexie Grey,"Tranquilla come Cersei Lannister, allegra come Meredith Grey, stabile come Marissa Cooper, sobria come Effy Stonem. Procrastino e mi lamento.","-Il trans di cui mi sfugge il nome con il ragazzo bono sono OTP
- Il discorso di Bette alla comunità LGBTQ+ mi ha e… https://t.co/esh36ZL9zz","-Il trans di cui mi sfugge il nome con il ragazzo bono sono OTP
- Il discorso di Bette alla comunità LGBTQ+ mi ha emozionato
- DOVE CAZZO È TINA
- COSA CAZZO È SUCCESSO FRA TINA E BETTE
- Probabilmente Kit è morta di overdose
- RIDATEMI HELENA PEABODY
#TheLWordGenerationQ",[]
Thu Jan 16 15:53:54 +0000 2020,Alberta Burberry 🐩🏳️‍🌈,"Buonasera a tutti, spagnoli e non","@laurafinocchi L'atteggiamento è brutto, non ho seguito Carlotta ma dalle parole che dicono si capisce che è una ra… https://t.co/NHfo0CIn1g","@laurafinocchi L'atteggiamento è brutto, non ho seguito Carlotta ma dalle parole che dicono si capisce che è una ragazza sensibile che starà soffrendo i ritmi del reality, però la tv è cinismo e la 🦊 per me è cinica al punto giusto.",[]
Fri Jan 17 10:35:01 +0000 2020,Samuel Bertozzi 🏳️‍🌈 💚 ♊,Potreste cortesemente smettere di usare la #Sociologia per giustificare le stronzate che fate? Grazie 🙏.,"@byb80 @vogliosoloKlee Sono i #queer che non guardano alla corrispondenza tra atteggiamento e genere, i trans acqui… https://t.co/YF1ZYQWlOz","@byb80 @vogliosoloKlee Sono i #queer che non guardano alla corrispondenza tra atteggiamento e genere, i trans acquisiscono atteggiamento del genere opposto ed essendo il cis quello contrapposto a trans sono coloro che hanno atteggiamento in corrispondenza a proprio genere.","[{'text': 'queer', 'indices': [30, 36]}]"
Fri Jan 17 11:20:50 +0000 2020,robert desnos 🇮🇹,"“gli effetti del male sociale 
si manifestano innanzitutto nelle arti”,",@Linus2k @Vera___mente @AndFranchini Dillo a #soros che paga le bandiere filo liberiste #arcobaleno trans + ormoni… https://t.co/VBCWHctDr8,"@Linus2k @Vera___mente @AndFranchini Dillo a #soros che paga le bandiere filo liberiste #arcobaleno trans + ormoni + psicofarmaci , nn è colpa vs che per lavoro sostenete la dx finanziaria https://t.co/8CHwVGdnit","[{'text': 'soros', 'indices': [45, 51]}, {'text': 'arcobaleno', 'indices': [88, 99]}]"
Fri Jan 17 16:59:29 +0000 2020,Nick. No Islam no LGBT 🇮🇹 no euro fuori dall'EU.,"""Bisogna che vi rassegnate a non mentirvi, a non prendervi sul serio perché noi siamo in quello che ci manca, non siamo in quello che siamo""  C. Bene","@mara_carfagna Ah... magnifico. Ora fai una bella leggina pro Gay pro LGBT...
tutti froci e in galera chi é NORMALE… https://t.co/QMpcbBH5WI","@mara_carfagna Ah... magnifico. Ora fai una bella leggina pro Gay pro LGBT...
tutti froci e in galera chi é NORMALE.

Avete il cervello così piccolo che la TAC distorce le immagini.

https://t.co/W451h640NK",[]
Fri Jan 17 21:47:22 +0000 2020,kat_von_p.,Inked and pierced patriot 🇮🇹🇮🇹🇮🇹,@helg_haper Credo anch'io.. E non ho nulla contro gay o trans (solo contro quelli da gay pride😉),,[]
Sat Jul 25 23:20:30 +0000 2020,gabriele 🦥,If you need me you know where to find me: seeking validation and self-love in my dumpster || gay not qu**r || gender critical || str*ights don’t interact,"usi slur omofobi, non sai che stonewall è partito da stormè delarverie, urli alla transfobia quando non si parla ne… https://t.co/eTZLjMcGVa","usi slur omofobi, non sai che stonewall è partito da stormè delarverie, urli alla transfobia quando non si parla nemmeno di persone trans e pensi che le persone trans si meritino rispetto solo per marsha p johnson e sylvia rivera: pick a struggle",[]
Sun Jul 26 02:50:02 +0000 2020,Stigmabase | FR,Français — Italiano | Keeping up-to-date on global exclusion — Stigmabase is an internet non-profit Initiative,"Terni, Sentinelle in piedi contro il disegno di legge Zan sull'omotransfobia: ... chi vuole, di essere aiutato a li… https://t.co/0VpPe93rM0","Terni, Sentinelle in piedi contro il disegno di legge Zan sull'omotransfobia: ... chi vuole, di essere aiutato a liberarsi di pulsioni indesiderate verso persone dello stesso sesso, è regolarmente additato dai media come omofobo. https://t.co/p0QuRviUzf",[]
Sun Jul 26 11:49:55 +0000 2020,anna rosa 🇮🇹 💚🇮🇹,#IoStoConSalvini,@Deputatipd Col pdl #Zan rischio la galera per #omofobia se dico che questa dei trans che si mettono ad allattare è… https://t.co/wBS41JCZq0,"@Deputatipd Col pdl #Zan rischio la galera per #omofobia se dico che questa dei trans che si mettono ad allattare è una schifezza!
Non importa, continuerò a dirlo
Gli adulti facciano come vogliono, ma i bambino devono avere mamma e papà.
No al pdl zanscalfarottoboldrini
#","[{'text': 'Zan', 'indices': [20, 24]}, {'text': 'omofobia', 'indices': [47, 56]}]"
Sun Jul 26 20:40:54 +0000 2020,Little Dunpei,Posto ciò che mi accade,"Ma se si dice una trans si intende un uomo o una donna? 
Mmmmmmmm

#LGBT",,"[{'text': 'LGBT', 'indices': [67, 72]}]"
Sun Jul 26 22:11:29 +0000 2020,Dario Casartelli,Memento audere semper...!,@EleLe08 Oggi se non hai un amic* trans o lgbtkdrsw o almeno un po' strano non sei nessuno.,,[]
Mon Jul 27 00:59:39 +0000 2020,Mia Golina (antiSinistra),"Essere quel che si è, è il modo migliore per essere chi sei. Sono quella che sono! 🙆 #NoMuslim #NoRinnegati  👸free soul girl👭 #iostoconSalvini",@SoniaLaVera La Legge che serve è contro la #famigliafobia Gay e trans   nascono dalla famiglia! #NO_GAYSTAPO Andre… https://t.co/rNG0Pws3Gn,@SoniaLaVera La Legge che serve è contro la #famigliafobia Gay e trans   nascono dalla famiglia! #NO_GAYSTAPO Andremo in galera a milioni ma gridando VIVA LA FAMIGLIA!,"[{'text': 'famigliafobia', 'indices': [44, 58]}, {'text': 'NO_GAYSTAPO', 'indices': [97, 109]}]"
Mon Jul 27 07:02:05 +0000 2020,Heather Parisi 😷,"Wife Mother Artist 



info@alfafashion.hk","Sul mio Blog parlo di #omotransfobia 
Un gruppo di ragazzi si è avvicinato a noi e ha iniziato a insultare pesantem… https://t.co/15Yxc83gN2","Sul mio Blog parlo di #omotransfobia 
Un gruppo di ragazzi si è avvicinato a noi e ha iniziato a insultare pesantemente i miei amici per la loro omosessualità urlando Faggots froci e a me Dyke lesbica. 
Mi sono girata e ho risposto: And, if I were? #LGBT 

https://t.co/4PBy5YfFQv https://t.co/tS2pKKxmWu","[{'text': 'omotransfobia', 'indices': [22, 36]}]"
Mon Jul 27 07:57:23 +0000 2020,.,"22 year old with a delusional God complex. Dumb bitch still believing in humans, please don't change my mind. Into metal socialism and destroying the patriarchy",Le persone trans sono persone. Come tali anche loro possono essere misogine. Difenderne i diritti in quanto categor… https://t.co/qqxAMPocuK,"Le persone trans sono persone. Come tali anche loro possono essere misogine. Difenderne i diritti in quanto categoria discriminata non significa dover stare zitti quando dicono che le donne possono/non possono fare questa cosa, le donne sono tacchi e trucco e cose simili.",[]
Mon Jul 27 08:21:15 +0000 2020,Andrea Bitetto,"Hope is not necessary to engagement, nor success to perseverance","Legge Su omofobia e trans fobia. Da liberale, siamo sicuri che i due concetti siano così definiti in modo da evitar… https://t.co/EFksaXDe22","Legge Su omofobia e trans fobia. Da liberale, siamo sicuri che i due concetti siano così definiti in modo da evitare una fattispecie di difficile applicazione ? @amingardi @CarloStagnaro @aledenicola @christianrocca @mattiafeltri",[]
Mon Jul 27 10:04:56 +0000 2020,Italo Balbo,,"@_gmotta65 @vfeltri Giovanni Motta
 l' &lt;omofobia&gt; una forma di intolleranza ? Perchè mai ? Un figlio frocio,è un fi… https://t.co/WcPxJRxih8","@_gmotta65 @vfeltri Giovanni Motta
 l' &lt;omofobia&gt; una forma di intolleranza ? Perchè mai ? Un figlio frocio,è un figlio disabile,ma con uguale &lt;diritto&gt; al rispetto di tutti,a cominciare da me. Ma se sale sul treno senza biglietto,e il capotreno lo fa scendere,non è  aggressione omofobica.....",[]
